Program,Role,District,Sheet,MetricCode,ResponseCount,TotalDistrictRespondents,ResponseRatePct
DO,Facilitator,Bhopal,Q27,27.3,1.0,1.0,100.0
DO,Facilitator,Bhopal,Q27,27.4,1.0,1.0,100.0
DO,Facilitator,Bhopal,Q27,27.5,1.0,1.0,100.0
DO,Facilitator,Bhopal,Q27,27.6,1.0,1.0,100.0
DO,Facilitator,Bhopal,Q27,27.7,1.0,1.0,100.0
DO,Facilitator,Bhopal,Q27,27.8,1.0,1.0,100.0
DO,Facilitator,Burhanpur,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Burhanpur,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Burhanpur,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Burhanpur,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Burhanpur,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Burhanpur,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Burhanpur,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Burhanpur,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Chhindwara,Q27,27.1,1.0,1.0,100.0
DO,Facilitator,Chhindwara,Q27,27.2,1.0,1.0,100.0
DO,Facilitator,Chhindwara,Q27,27.3,1.0,1.0,100.0
DO,Facilitator,Chhindwara,Q27,27.4,1.0,1.0,100.0
DO,Facilitator,Chhindwara,Q27,27.5,1.0,1.0,100.0
DO,Facilitator,Chhindwara,Q27,27.6,1.0,1.0,100.0
DO,Facilitator,Chhindwara,Q27,27.7,1.0,1.0,100.0
DO,Facilitator,Chhindwara,Q27,27.8,1.0,1.0,100.0
DO,Facilitator,Damoh,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Damoh,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Damoh,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Damoh,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Damoh,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Damoh,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Damoh,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Damoh,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Datia,Q27,27.1,1.0,2.0,50.0
DO,Facilitator,Datia,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Datia,Q27,27.3,1.0,2.0,50.0
DO,Facilitator,Datia,Q27,27.4,1.0,2.0,50.0
DO,Facilitator,Datia,Q27,27.5,1.0,2.0,50.0
DO,Facilitator,Datia,Q27,27.6,1.0,2.0,50.0
DO,Facilitator,Datia,Q27,27.7,1.0,2.0,50.0
DO,Facilitator,Datia,Q27,27.8,1.0,2.0,50.0
DO,Facilitator,Dhar,Q27,27.1,3.0,3.0,100.0
DO,Facilitator,Dhar,Q27,27.2,3.0,3.0,100.0
DO,Facilitator,Dhar,Q27,27.3,3.0,3.0,100.0
DO,Facilitator,Dhar,Q27,27.4,3.0,3.0,100.0
DO,Facilitator,Dhar,Q27,27.5,3.0,3.0,100.0
DO,Facilitator,Dhar,Q27,27.6,3.0,3.0,100.0
DO,Facilitator,Dhar,Q27,27.7,3.0,3.0,100.0
DO,Facilitator,Dhar,Q27,27.8,0.0,3.0,0.0
DO,Facilitator,Guna,Q27,27.1,1.0,1.0,100.0
DO,Facilitator,Guna,Q27,27.2,1.0,1.0,100.0
DO,Facilitator,Guna,Q27,27.3,1.0,1.0,100.0
DO,Facilitator,Guna,Q27,27.4,1.0,1.0,100.0
DO,Facilitator,Guna,Q27,27.5,1.0,1.0,100.0
DO,Facilitator,Guna,Q27,27.6,1.0,1.0,100.0
DO,Facilitator,Guna,Q27,27.7,1.0,1.0,100.0
DO,Facilitator,Guna,Q27,27.8,0.0,1.0,0.0
DO,Facilitator,Harda,Q27,27.1,1.0,2.0,50.0
DO,Facilitator,Harda,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Harda,Q27,27.3,1.0,2.0,50.0
DO,Facilitator,Harda,Q27,27.4,1.0,2.0,50.0
DO,Facilitator,Harda,Q27,27.5,1.0,2.0,50.0
DO,Facilitator,Harda,Q27,27.6,1.0,2.0,50.0
DO,Facilitator,Harda,Q27,27.7,1.0,2.0,50.0
DO,Facilitator,Harda,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Indore,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Indore,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Indore,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Indore,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Indore,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Indore,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Indore,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Indore,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Jabalpur,Q27,27.1,1.0,1.0,100.0
DO,Facilitator,Jabalpur,Q27,27.2,1.0,1.0,100.0
DO,Facilitator,Jabalpur,Q27,27.3,1.0,1.0,100.0
DO,Facilitator,Jabalpur,Q27,27.4,1.0,1.0,100.0
DO,Facilitator,Jabalpur,Q27,27.5,1.0,1.0,100.0
DO,Facilitator,Jabalpur,Q27,27.6,1.0,1.0,100.0
DO,Facilitator,Jabalpur,Q27,27.7,1.0,1.0,100.0
DO,Facilitator,Jabalpur,Q27,27.8,0.0,1.0,0.0
DO,Facilitator,Jhabua,Q27,27.1,1.0,1.0,100.0
DO,Facilitator,Jhabua,Q27,27.2,1.0,1.0,100.0
DO,Facilitator,Jhabua,Q27,27.3,1.0,1.0,100.0
DO,Facilitator,Jhabua,Q27,27.4,1.0,1.0,100.0
DO,Facilitator,Jhabua,Q27,27.5,1.0,1.0,100.0
DO,Facilitator,Jhabua,Q27,27.6,1.0,1.0,100.0
DO,Facilitator,Jhabua,Q27,27.7,1.0,1.0,100.0
DO,Facilitator,Jhabua,Q27,27.8,0.0,1.0,0.0
DO,Facilitator,Katni,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Katni,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Katni,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Katni,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Katni,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Katni,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Katni,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Katni,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Khargone,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Khargone,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Khargone,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Khargone,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Khargone,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Khargone,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Khargone,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Khargone,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Mandla,Q27,27.1,1.0,2.0,50.0
DO,Facilitator,Mandla,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Mandla,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Mandla,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Mandla,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Mandla,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Mandla,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Mandla,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Mandsaur,Q27,27.1,3.0,3.0,100.0
DO,Facilitator,Mandsaur,Q27,27.2,3.0,3.0,100.0
DO,Facilitator,Mandsaur,Q27,27.3,3.0,3.0,100.0
DO,Facilitator,Mandsaur,Q27,27.4,3.0,3.0,100.0
DO,Facilitator,Mandsaur,Q27,27.5,3.0,3.0,100.0
DO,Facilitator,Mandsaur,Q27,27.6,3.0,3.0,100.0
DO,Facilitator,Mandsaur,Q27,27.7,3.0,3.0,100.0
DO,Facilitator,Mandsaur,Q27,27.8,0.0,3.0,0.0
DO,Facilitator,Morena,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Morena,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Morena,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Morena,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Morena,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Morena,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Morena,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Morena,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Narmadapuram,Q27,27.1,0.0,1.0,0.0
DO,Facilitator,Narmadapuram,Q27,27.2,0.0,1.0,0.0
DO,Facilitator,Narmadapuram,Q27,27.3,0.0,1.0,0.0
DO,Facilitator,Narmadapuram,Q27,27.4,0.0,1.0,0.0
DO,Facilitator,Narmadapuram,Q27,27.5,0.0,1.0,0.0
DO,Facilitator,Narmadapuram,Q27,27.6,0.0,1.0,0.0
DO,Facilitator,Narmadapuram,Q27,27.7,0.0,1.0,0.0
DO,Facilitator,Narmadapuram,Q27,27.8,1.0,1.0,100.0
DO,Facilitator,Narsinghpur,Q27,27.1,1.0,1.0,100.0
DO,Facilitator,Narsinghpur,Q27,27.2,1.0,1.0,100.0
DO,Facilitator,Narsinghpur,Q27,27.3,1.0,1.0,100.0
DO,Facilitator,Narsinghpur,Q27,27.4,1.0,1.0,100.0
DO,Facilitator,Narsinghpur,Q27,27.5,1.0,1.0,100.0
DO,Facilitator,Narsinghpur,Q27,27.6,1.0,1.0,100.0
DO,Facilitator,Narsinghpur,Q27,27.7,1.0,1.0,100.0
DO,Facilitator,Narsinghpur,Q27,27.8,0.0,1.0,0.0
DO,Facilitator,Neemuch,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Neemuch,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Neemuch,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Neemuch,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Neemuch,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Neemuch,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Neemuch,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Neemuch,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Niwari,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Niwari,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Niwari,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Niwari,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Niwari,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Niwari,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Niwari,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Niwari,Q27,27.8,1.0,2.0,50.0
DO,Facilitator,Panna,Q27,27.1,1.0,2.0,50.0
DO,Facilitator,Panna,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Panna,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Panna,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Panna,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Panna,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Panna,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Panna,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Raisen,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Raisen,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Raisen,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Raisen,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Raisen,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Raisen,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Raisen,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Raisen,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Rajgarh,Q27,27.1,1.0,1.0,100.0
DO,Facilitator,Rajgarh,Q27,27.2,1.0,1.0,100.0
DO,Facilitator,Rajgarh,Q27,27.3,1.0,1.0,100.0
DO,Facilitator,Rajgarh,Q27,27.4,1.0,1.0,100.0
DO,Facilitator,Rajgarh,Q27,27.5,1.0,1.0,100.0
DO,Facilitator,Rajgarh,Q27,27.6,1.0,1.0,100.0
DO,Facilitator,Rajgarh,Q27,27.7,1.0,1.0,100.0
DO,Facilitator,Rajgarh,Q27,27.8,0.0,1.0,0.0
DO,Facilitator,Ratlam,Q27,27.1,1.0,1.0,100.0
DO,Facilitator,Ratlam,Q27,27.2,1.0,1.0,100.0
DO,Facilitator,Ratlam,Q27,27.3,1.0,1.0,100.0
DO,Facilitator,Ratlam,Q27,27.4,1.0,1.0,100.0
DO,Facilitator,Ratlam,Q27,27.5,1.0,1.0,100.0
DO,Facilitator,Ratlam,Q27,27.6,1.0,1.0,100.0
DO,Facilitator,Ratlam,Q27,27.7,1.0,1.0,100.0
DO,Facilitator,Ratlam,Q27,27.8,0.0,1.0,0.0
DO,Facilitator,Rewa,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Rewa,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Rewa,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Rewa,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Rewa,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Rewa,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Rewa,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Rewa,Q27,27.8,1.0,2.0,50.0
DO,Facilitator,Sagar,Q27,27.1,1.0,1.0,100.0
DO,Facilitator,Sagar,Q27,27.2,1.0,1.0,100.0
DO,Facilitator,Sagar,Q27,27.3,1.0,1.0,100.0
DO,Facilitator,Sagar,Q27,27.4,1.0,1.0,100.0
DO,Facilitator,Sagar,Q27,27.5,1.0,1.0,100.0
DO,Facilitator,Sagar,Q27,27.6,1.0,1.0,100.0
DO,Facilitator,Sagar,Q27,27.7,1.0,1.0,100.0
DO,Facilitator,Sagar,Q27,27.8,0.0,1.0,0.0
DO,Facilitator,Satna,Q27,27.1,2.0,3.0,66.67
DO,Facilitator,Satna,Q27,27.2,2.0,3.0,66.67
DO,Facilitator,Satna,Q27,27.3,2.0,3.0,66.67
DO,Facilitator,Satna,Q27,27.4,2.0,3.0,66.67
DO,Facilitator,Satna,Q27,27.5,2.0,3.0,66.67
DO,Facilitator,Satna,Q27,27.6,2.0,3.0,66.67
DO,Facilitator,Satna,Q27,27.7,3.0,3.0,100.0
DO,Facilitator,Satna,Q27,27.8,0.0,3.0,0.0
DO,Facilitator,Seoni,Q27,27.1,1.0,1.0,100.0
DO,Facilitator,Seoni,Q27,27.2,1.0,1.0,100.0
DO,Facilitator,Seoni,Q27,27.3,1.0,1.0,100.0
DO,Facilitator,Seoni,Q27,27.4,1.0,1.0,100.0
DO,Facilitator,Seoni,Q27,27.5,1.0,1.0,100.0
DO,Facilitator,Seoni,Q27,27.6,1.0,1.0,100.0
DO,Facilitator,Seoni,Q27,27.7,1.0,1.0,100.0
DO,Facilitator,Seoni,Q27,27.8,0.0,1.0,0.0
DO,Facilitator,Shahdol,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Shahdol,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Shahdol,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Shahdol,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Shahdol,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Shahdol,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Shahdol,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Shahdol,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Shajapur,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Shajapur,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Shajapur,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Shajapur,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Shajapur,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Shajapur,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Shajapur,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Shajapur,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Sheopur,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Sheopur,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Sheopur,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Sheopur,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Sheopur,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Sheopur,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Sheopur,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Sheopur,Q27,27.8,1.0,2.0,50.0
DO,Facilitator,Shivpuri,Q27,27.1,0.0,2.0,0.0
DO,Facilitator,Shivpuri,Q27,27.2,0.0,2.0,0.0
DO,Facilitator,Shivpuri,Q27,27.3,0.0,2.0,0.0
DO,Facilitator,Shivpuri,Q27,27.4,0.0,2.0,0.0
DO,Facilitator,Shivpuri,Q27,27.5,0.0,2.0,0.0
DO,Facilitator,Shivpuri,Q27,27.6,0.0,2.0,0.0
DO,Facilitator,Shivpuri,Q27,27.7,1.0,2.0,50.0
DO,Facilitator,Shivpuri,Q27,27.8,1.0,2.0,50.0
DO,Facilitator,Sidhi,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Sidhi,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Sidhi,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Sidhi,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Sidhi,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Sidhi,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Sidhi,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Sidhi,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Singrauli,Q27,27.1,1.0,1.0,100.0
DO,Facilitator,Singrauli,Q27,27.2,1.0,1.0,100.0
DO,Facilitator,Singrauli,Q27,27.3,1.0,1.0,100.0
DO,Facilitator,Singrauli,Q27,27.4,1.0,1.0,100.0
DO,Facilitator,Singrauli,Q27,27.5,1.0,1.0,100.0
DO,Facilitator,Singrauli,Q27,27.6,1.0,1.0,100.0
DO,Facilitator,Singrauli,Q27,27.7,1.0,1.0,100.0
DO,Facilitator,Singrauli,Q27,27.8,1.0,1.0,100.0
DO,Facilitator,Tikamgarh,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Tikamgarh,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Tikamgarh,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Tikamgarh,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Tikamgarh,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Tikamgarh,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Tikamgarh,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Tikamgarh,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Ujjain,Q27,27.1,1.0,1.0,100.0
DO,Facilitator,Ujjain,Q27,27.2,1.0,1.0,100.0
DO,Facilitator,Ujjain,Q27,27.3,1.0,1.0,100.0
DO,Facilitator,Ujjain,Q27,27.4,1.0,1.0,100.0
DO,Facilitator,Ujjain,Q27,27.5,1.0,1.0,100.0
DO,Facilitator,Ujjain,Q27,27.6,1.0,1.0,100.0
DO,Facilitator,Ujjain,Q27,27.7,1.0,1.0,100.0
DO,Facilitator,Ujjain,Q27,27.8,0.0,1.0,0.0
DO,Facilitator,Umaria,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Umaria,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Umaria,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Umaria,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Umaria,Q27,27.5,2.0,2.0,100.0
DO,Facilitator,Umaria,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Umaria,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Umaria,Q27,27.8,1.0,2.0,50.0
DO,Facilitator,Vidisha,Q27,27.1,2.0,2.0,100.0
DO,Facilitator,Vidisha,Q27,27.2,2.0,2.0,100.0
DO,Facilitator,Vidisha,Q27,27.3,2.0,2.0,100.0
DO,Facilitator,Vidisha,Q27,27.4,2.0,2.0,100.0
DO,Facilitator,Vidisha,Q27,27.5,1.0,2.0,50.0
DO,Facilitator,Vidisha,Q27,27.6,2.0,2.0,100.0
DO,Facilitator,Vidisha,Q27,27.7,2.0,2.0,100.0
DO,Facilitator,Vidisha,Q27,27.8,0.0,2.0,0.0
DO,Facilitator,Total,Q27,27.1,69.0,77.0,89.61
DO,Facilitator,Total,Q27,27.2,72.0,77.0,93.51
DO,Facilitator,Total,Q27,27.3,71.0,77.0,92.21
DO,Facilitator,Total,Q27,27.4,71.0,77.0,92.21
DO,Facilitator,Total,Q27,27.5,70.0,77.0,90.91
DO,Facilitator,Total,Q27,27.6,70.0,77.0,90.91
DO,Facilitator,Total,Q27,27.7,72.0,77.0,93.51
DO,Facilitator,Total,Q27,27.8,10.0,77.0,12.99
DO,Facilitator,Agar Malwa,Q29,29.1,2.0,2.0,100.0
DO,Facilitator,Agar Malwa,Q29,29.2,2.0,2.0,100.0
DO,Facilitator,Agar Malwa,Q29,29.3,2.0,2.0,100.0
DO,Facilitator,Agar Malwa,Q29,29.4,2.0,2.0,100.0
DO,Facilitator,Alirajpur,Q29,29.1,3.0,3.0,100.0
DO,Facilitator,Alirajpur,Q29,29.2,3.0,3.0,100.0
DO,Facilitator,Alirajpur,Q29,29.3,3.0,3.0,100.0
DO,Facilitator,Alirajpur,Q29,29.4,3.0,3.0,100.0
DO,Facilitator,Ashoknagar,Q29,29.1,0.0,2.0,0.0
DO,Facilitator,Ashoknagar,Q29,29.2,1.0,2.0,50.0
DO,Facilitator,Ashoknagar,Q29,29.3,2.0,2.0,100.0
DO,Facilitator,Ashoknagar,Q29,29.4,2.0,2.0,100.0
DO,Facilitator,Balaghat,Q29,29.1,1.0,1.0,100.0
DO,Facilitator,Balaghat,Q29,29.2,1.0,1.0,100.0
DO,Facilitator,Balaghat,Q29,29.3,1.0,1.0,100.0
DO,Facilitator,Balaghat,Q29,29.4,1.0,1.0,100.0
DO,Facilitator,Barwani,Q29,29.1,0.0,1.0,0.0
DO,Facilitator,Barwani,Q29,29.2,1.0,1.0,100.0
DO,Facilitator,Barwani,Q29,29.3,1.0,1.0,100.0
DO,Facilitator,Barwani,Q29,29.4,1.0,1.0,100.0
DO,Facilitator,Betul,Q29,29.1,1.0,2.0,50.0
DO,Facilitator,Betul,Q29,29.2,2.0,2.0,100.0
DO,Facilitator,Betul,Q29,29.3,2.0,2.0,100.0
DO,Facilitator,Betul,Q29,29.4,2.0,2.0,100.0
DO,Facilitator,Bhopal,Q29,29.1,1.0,1.0,100.0
DO,Facilitator,Bhopal,Q29,29.2,1.0,1.0,100.0
DO,Facilitator,Bhopal,Q29,29.3,1.0,1.0,100.0
DO,Facilitator,Bhopal,Q29,29.4,1.0,1.0,100.0
DO,Facilitator,Burhanpur,Q29,29.1,2.0,2.0,100.0
DO,Facilitator,Burhanpur,Q29,29.2,2.0,2.0,100.0
DO,Facilitator,Burhanpur,Q29,29.3,2.0,2.0,100.0
DO,Facilitator,Burhanpur,Q29,29.4,2.0,2.0,100.0
DO,Facilitator,Chhindwara,Q29,29.1,1.0,1.0,100.0
DO,Facilitator,Chhindwara,Q29,29.2,1.0,1.0,100.0
DO,Facilitator,Chhindwara,Q29,29.3,1.0,1.0,100.0
DO,Facilitator,Chhindwara,Q29,29.4,1.0,1.0,100.0
DO,Facilitator,Damoh,Q29,29.1,2.0,2.0,100.0
DO,Facilitator,Damoh,Q29,29.2,2.0,2.0,100.0
DO,Facilitator,Damoh,Q29,29.3,1.0,2.0,50.0
DO,Facilitator,Damoh,Q29,29.4,2.0,2.0,100.0
DO,Facilitator,Datia,Q29,29.1,2.0,2.0,100.0
DO,Facilitator,Datia,Q29,29.2,2.0,2.0,100.0
DO,Facilitator,Datia,Q29,29.3,2.0,2.0,100.0
DO,Facilitator,Datia,Q29,29.4,2.0,2.0,100.0
DO,Facilitator,Dhar,Q29,29.1,3.0,3.0,100.0
DO,Facilitator,Dhar,Q29,29.2,3.0,3.0,100.0
DO,Facilitator,Dhar,Q29,29.3,3.0,3.0,100.0
DO,Facilitator,Dhar,Q29,29.4,3.0,3.0,100.0
DO,Facilitator,Guna,Q29,29.1,1.0,1.0,100.0
DO,Facilitator,Guna,Q29,29.2,1.0,1.0,100.0
DO,Facilitator,Guna,Q29,29.3,1.0,1.0,100.0
DO,Facilitator,Guna,Q29,29.4,1.0,1.0,100.0
DO,Facilitator,Harda,Q29,29.1,2.0,2.0,100.0
DO,Facilitator,Harda,Q29,29.2,2.0,2.0,100.0
DO,Facilitator,Harda,Q29,29.3,2.0,2.0,100.0
DO,Facilitator,Harda,Q29,29.4,2.0,2.0,100.0
DO,Facilitator,Indore,Q29,29.1,2.0,2.0,100.0
DO,Facilitator,Indore,Q29,29.2,2.0,2.0,100.0
DO,Facilitator,Indore,Q29,29.3,2.0,2.0,100.0
DO,Facilitator,Indore,Q29,29.4,2.0,2.0,100.0
DO,Facilitator,Jabalpur,Q29,29.1,1.0,1.0,100.0
DO,Facilitator,Jabalpur,Q29,29.2,1.0,1.0,100.0
DO,Facilitator,Jabalpur,Q29,29.3,1.0,1.0,100.0
DO,Facilitator,Jabalpur,Q29,29.4,1.0,1.0,100.0
DO,Facilitator,Jhabua,Q29,29.1,1.0,1.0,100.0
DO,Facilitator,Jhabua,Q29,29.2,1.0,1.0,100.0
DO,Facilitator,Jhabua,Q29,29.3,1.0,1.0,100.0
DO,Facilitator,Jhabua,Q29,29.4,1.0,1.0,100.0
DO,Facilitator,Katni,Q29,29.1,2.0,2.0,100.0
DO,Facilitator,Katni,Q29,29.2,2.0,2.0,100.0
DO,Facilitator,Katni,Q29,29.3,2.0,2.0,100.0
DO,Facilitator,Katni,Q29,29.4,2.0,2.0,100.0
DO,Facilitator,Khargone,Q29,29.1,2.0,2.0,100.0
DO,Facilitator,Khargone,Q29,29.2,2.0,2.0,100.0
DO,Facilitator,Khargone,Q29,29.3,2.0,2.0,100.0
DO,Facilitator,Khargone,Q29,29.4,2.0,2.0,100.0
DO,Facilitator,Mandla,Q29,29.1,2.0,2.0,100.0
DO,Facilitator,Mandla,Q29,29.2,1.0,2.0,50.0
DO,Facilitator,Mandla,Q29,29.3,2.0,2.0,100.0
DO,Facilitator,Mandla,Q29,29.4,1.0,2.0,50.0
DO,Facilitator,Mandsaur,Q29,29.1,3.0,3.0,100.0
DO,Facilitator,Mandsaur,Q29,29.2,3.0,3.0,100.0
DO,Facilitator,Mandsaur,Q29,29.3,3.0,3.0,100.0
DO,Facilitator,Mandsaur,Q29,29.4,3.0,3.0,100.0
DO,Facilitator,Morena,Q29,29.1,2.0,2.0,100.0
DO,Facilitator,Morena,Q29,29.2,2.0,2.0,100.0
DO,Facilitator,Morena,Q29,29.3,2.0,2.0,100.0
DO,Facilitator,Morena,Q29,29.4,2.0,2.0,100.0
DO,Facilitator,Narmadapuram,Q29,29.1,1.0,1.0,100.0
DO,Facilitator,Narmadapuram,Q29,29.2,1.0,1.0,100.0
DO,Facilitator,Narmadapuram,Q29,29.3,1.0,1.0,100.0
DO,Facilitator,Narmadapuram,Q29,29.4,1.0,1.0,100.0
DO,Facilitator,Narsinghpur,Q29,29.1,1.0,1.0,100.0
